pcd_path,obj_token,frame_id,depth_path,expected_model_path,expected_obj_id
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000003_000005.ply,5,3,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000003.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000010.ply,10
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000003_000006.ply,6,3,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000003.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000011.ply,11
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000003_000007.ply,7,3,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000003.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000012.ply,12
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000004_000000.ply,0,4,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000004.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000001.ply,1
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000004_000001.ply,1,4,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000004.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000005.ply,5
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000004_000002.ply,2,4,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000004.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000006.ply,6
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000004_000003.ply,3,4,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000004.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000008.ply,8
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000004_000004.ply,4,4,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000004.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000009.ply,9
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000004_000005.ply,5,4,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000004.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000010.ply,10
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000004_000006.ply,6,4,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000004.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000011.ply,11
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000004_000007.ply,7,4,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000004.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000012.ply,12
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000005_000000.ply,0,5,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000005.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000001.ply,1
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000005_000001.ply,1,5,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000005.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000005.ply,5
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000005_000002.ply,2,5,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000005.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000006.ply,6
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000005_000003.ply,3,5,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000005.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000008.ply,8
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000005_000004.ply,4,5,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000005.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000009.ply,9
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000005_000005.ply,5,5,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000005.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000010.ply,10
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000005_000006.ply,6,5,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000005.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000011.ply,11
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000005_000007.ply,7,5,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000005.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000012.ply,12
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000006_000000.ply,0,6,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000006.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000001.ply,1
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000006_000001.ply,1,6,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000006.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000005.ply,5
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000006_000002.ply,2,6,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000006.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000006.ply,6
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000006_000003.ply,3,6,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000006.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000008.ply,8
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000006_000004.ply,4,6,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000006.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000009.ply,9
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000006_000005.ply,5,6,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000006.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000010.ply,10
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000006_000006.ply,6,6,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000006.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000011.ply,11
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000006_000007.ply,7,6,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000006.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000012.ply,12
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000007_000000.ply,0,7,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000007.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000001.ply,1
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000007_000001.ply,1,7,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000007.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000005.ply,5
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000007_000002.ply,2,7,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000007.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000006.ply,6
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000007_000003.ply,3,7,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000007.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000008.ply,8
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000007_000004.ply,4,7,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000007.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000009.ply,9
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000007_000005.ply,5,7,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000007.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000010.ply,10
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000007_000006.ply,6,7,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000007.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000011.ply,11
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000007_000007.ply,7,7,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000007.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000012.ply,12
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000008_000000.ply,0,8,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000008.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000001.ply,1
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000008_000001.ply,1,8,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000008.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000005.ply,5
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000008_000002.ply,2,8,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000008.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000006.ply,6
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000008_000003.ply,3,8,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000008.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000008.ply,8
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000008_000004.ply,4,8,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000008.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000009.ply,9
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000008_000005.ply,5,8,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000008.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000010.ply,10
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000008_000006.ply,6,8,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000008.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000011.ply,11
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000008_000007.ply,7,8,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000008.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000012.ply,12
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000009_000000.ply,0,9,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000009.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000001.ply,1
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000009_000001.ply,1,9,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000009.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000005.ply,5
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000009_000002.ply,2,9,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000009.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000006.ply,6
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000009_000003.ply,3,9,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000009.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000008.ply,8
F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\_preprocessed_lmo\inst_pcd_visib\000002\000009_000004.ply,4,9,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_test_all\test\000002\depth\000009.png,F:\Research\daihongsong\data\LM-O (Linemod-Occluded)\lmo_models\models_eval\obj_000009.ply,9
